Time,ax_barato,ay_barato,az_barato,wx_barato,wy_barato,wz_barato,Lat_barato,Lon_barato,Alt_barato,vN_barato,vE_barato,vU_barato,d_izq_barato,d_der_barato
14.41,0.0067031434287786,0.0376754628117284,-0.00263349598530153,0.088470350204454,0.000473944755660857,0.00289394749837682,46.729962278989,13.421729471178,511.983328506304,15.0083661136289,-0.0192681475487473,0.0309160932825209,500.989914668574,497.020149223718
14.42,-0.00449823927814085,-0.168940790119509,-0.00272493328534204,-0.0252259410003188,0.00222685196565638,-0.000102305550076733,46.7284569390132,13.426947707003,514.654109247352,14.9496369614986,0.0305653928923776,0.0334479905514272,503.948841794121,497.10749434618
14.43,0.0010291453652641,0.131179122035027,-4.74307710213858E-05,-0.079554228810105,-0.00160686779868857,0.00031711409352338,46.7268022661137,13.4312959791654,505.06420533098,15.0901040257367,-0.00318371446840384,-0.0512209472444658,501.320811196064,502.255025908415
14.44,0.0038040812814342,0.220313343962777,-0.00382000962013624,-0.0301843332126773,0.000452911631489662,0.000450131535020626,46.725734364088,13.4370020677852,513.183429366249,15.0545651622976,-0.00722261445319964,-0.0105094015464512,505.322430405476,506.68598930952
14.45,0.00243000986136383,-0.0787161533873627,-0.000817554911126424,0.0335276121665457,0.00386946527689849,-0.00310043471973853,46.7237572969068,13.4413358253467,514.935043080055,14.9483386599258,-0.00560378643241887,-0.0249032140954527,500.152873562181,492.208052981491
14.46,0.0012774334368939,-0.0309169484615027,-0.00170087515706295,0.0516464438089483,-0.00105312292959983,0.0034068391210337,46.7228972636278,13.447469154828,506.865619240497,15.0256799300413,0.0313374236167597,-0.00647007853281163,499.381161651635,502.540078097652
14.47,-0.00646446217584082,0.062177698992624,0.00551578077153642,0.00833347595042185,-0.000462159952715033,-0.000380809896587764,46.72100952475,13.4529752815819,505.521972036528,15.0551218706856,0.0272450230805501,-0.0329573597784289,503.168095339499,495.310753412991
14.48,0.00257985736508517,-0.166927657796477,-0.00330449519495724,0.0146173968554214,0.000289762160092566,-0.000668134833212025,46.7203028224959,13.4585800643548,511.990672346093,15.091659016246,0.0348037512831535,0.0456851535659281,503.556648026347,502.386279691002
14.49,-0.00271095878094673,0.0645598686620678,-0.0024967263021671,0.0448463333799132,0.00231920692919806,0.000652258754551818,46.7187969539803,13.4627140902339,513.297395434377,15.0028622407576,-0.0164061395821952,-0.00426819350536883,505.848540821118,501.84436025391
14.5,0.000387063106309952,0.165379985868823,-0.000994061545980367,-0.0530469458332263,0.00122639055840584,-0.000892499529904883,46.717533692799,13.4681765254867,513.275637633857,14.9937012257497,-0.00664982082990004,-0.00704783158431058,508.15994114049,499.06944970098
14.51,0.00508438350126504,0.00762185741294079,-0.00106902656491341,0.00363758806120702,0.00257045889154471,-0.000829158582619275,46.7159134290709,13.4730681913465,504.85964106838,14.9878536684131,0.00562119148515775,0.0160718864252595,502.381367141702,501.576775161149
14.52,0.0026215655533905,0.171976308153761,0.0008424538503102,0.0670845103697149,0.00374673528916712,0.00112150398053946,46.7149522671912,13.4793689859039,516.626581894691,14.9997035258793,-0.0159977435071234,0.0146448873940837,501.354289638742,503.470413108427
14.53,0.000419172919006181,-0.0383434407869681,-0.000116401566998255,0.0399796193488967,-0.000865079164170026,0.000383826256286014,46.7137342889274,13.483143731137,513.712826478796,14.9274112894127,-0.0248538187319958,-0.00807095726223945,490.39300413176,499.17880492852
14.54,-0.00517254692655937,0.0052880149697683,0.000270408414148439,0.0706428169172918,0.000186987296560367,0.00207742549553418,46.7119233466751,13.488318230304,518.208546517478,15.0627454368687,0.0228930592857485,0.01055003293781,497.65498112056,503.617674270613
14.55,7.5348127095226E-05,-0.104851443901395,0.000291042470639842,-0.0314584319596384,0.00202162644712687,-0.00311299595032608,46.7095823485066,13.4943199986744,505.448522766489,14.9962032467741,0.0102594716720868,0.0211668478687918,497.327117442056,500.701909424956
14.56,-0.000662402350386532,0.0477450686972694,0.000237057164910418,-0.0410533938999069,0.00031495385425433,-0.000317486714432029,46.7091549404009,13.4984526934296,512.920545734435,15.0357153291462,-0.00404651286772159,0.00332742852483432,494.606178235338,503.575054729944
14.57,-0.00483808648610123,0.193404328999344,0.00355276722063528,-0.0342282351299295,0.000655326142156456,-0.00282410579088433,46.7079458603552,13.5038013371846,508.004057489291,14.9860923520574,0.000101340381584331,-0.0562649265780743,496.421757365436,498.602723113591
14.58,0.00346314227557814,-0.0347057957176921,-0.0021332183389805,0.0488980166594604,0.00308458640186846,0.000341768288585322,46.7067333560692,13.5091585040989,512.251026288136,15.1057831885294,-0.0307612191194661,-0.046634338490979,501.146394386019,499.43526195389
14.59,-0.00482473220696819,-0.114289042477954,0.00158745834813573,-0.0480259451190454,-8.82160979194492E-05,-0.00265520780725105,46.7049969153084,13.5149066454029,518.79737274876,14.9931622743957,-0.0404096669842951,0.0101988319548874,496.154625311393,500.030922683207
14.6,-0.00677640191675483,0.243746819603257,-0.00402110535450056,0.0168849561253364,-0.00206018045074216,-0.00157887133790855,46.7034292020337,13.5204210327298,508.129086259066,15.0591503180278,-0.00404993224634701,0.0759594564793755,503.284945046083,499.715792889104
14.61,0.0052930573548511,-0.344093964856457,0.000306465239133241,-0.00354767189503937,-0.000194415618541042,0.000752461328129621,46.7016847461093,13.5245438292006,504.242442635712,15.0331040601296,0.00352585544764044,-0.0142432663191377,501.127002092614,500.01107835152
14.62,-0.00421613451725121,-0.0338735247011324,-0.000764505334354735,0.052906838632508,0.000264317117626034,-0.000783758030500507,46.7010933944274,13.5299811991705,512.798015646497,14.9455727642951,0.0289560701233007,0.0294257000936936,498.852279836148,506.022937762281
14.63,0.00244161544115704,-0.282253199145627,-0.00198016564344365,0.0156721977615856,0.00193307581274487,0.000135855679713497,46.6986304112203,13.535195215921,508.985684553291,14.9740785441776,-0.0248312888090269,0.0203119896253205,501.158718526456,506.498101244051
14.64,-0.00091184234394973,-0.317391997179532,-0.00139861862777132,0.0121931561950589,0.0017519648238063,0.000951620831479632,46.6983509012291,13.5404984466284,509.326792199764,14.9872704702959,0.0259413047241996,0.0260673566397694,502.962305903009,500.342145471903
14.65,0.00320250742803637,0.0982901968600062,0.000715100827569088,-0.00185917503460994,0.00189727882898976,0.000163739691484884,46.6974028321625,13.5455685203487,519.644217251999,14.9770326030499,-0.00996543523880773,0.0183859512154492,502.130050537985,498.095558078058
14.66,0.00311396483215626,0.021111186195644,0.00162849214143136,0.0533587109965446,-0.00181005189547494,-0.000222089533531061,46.6953187515321,13.5509723812303,515.848290418202,14.9066180299757,-0.0198396669750244,-0.0336877808990568,496.028203570353,499.904905319057
14.67,0.000150948350735388,-0.101360077006337,-0.00543139538967084,0.0456551058080298,0.000290974254631061,0.000959456720722343,46.6941174959546,13.5550120620112,515.414854125125,14.9640744644138,-0.000862721144791379,-0.0341927361362034,498.414650739842,502.729306593669
14.68,-0.00368011176614741,-0.0847136319665993,0.00216709347244327,0.00454292973896444,0.00175237116305874,0.000398339827794164,46.6920977526739,13.5602338076661,503.429659504494,14.9900411681737,-0.0112312738417991,-0.0189090070401333,500.559084857583,505.975200859891
14.69,0.00115898389809006,-0.139167497378958,0.00622451372410945,0.000663396689960311,-0.0022823541655109,0.000948926625804777,46.6907353002515,13.5658767730037,506.268326439369,14.9169062892184,-0.0266068181305032,0.00765361114042936,494.685266638754,501.858185481258
14.7,0.00774160793452551,0.0188797170715055,0.00663086293779337,-0.00643127629851486,0.00303983991290671,0.00285973648220579,46.6893168761329,13.571107434982,507.241084678224,14.9602998970035,0.0146996163760072,-0.0331160953749637,501.229421053588,504.433104857199
14.71,-0.000623921867221096,-0.225296815090204,-0.00301115630225287,0.0609351845541978,0.00437732792428488,0.000482920993085963,46.6879463256659,13.5759844638348,513.097341629263,14.9342720858123,0.0164993284018156,0.0231639668734614,501.618938885915,497.346951350933
14.72,0.0035802269204536,0.0568404012268531,0.00117109432799661,-0.0623978261499213,-0.000300600196746755,-0.000736748498754804,46.6872713225711,13.5818456328499,506.424961856319,14.9724927644426,-0.00141742912156797,0.0183703137786178,493.196900676889,502.225582230895
14.73,0.00470852119479723,-0.12313869971775,-0.00256304547493696,0.0599268759752907,0.000653062753567083,-0.000810928566498539,46.6856421286264,13.5866673711502,508.202158694367,14.9439333615499,-0.000243786738191671,-0.0417736304123143,501.482435609001,502.255750399995
14.74,0.00268237431106248,-0.126542870037814,0.00195381746228265,0.0624586562308383,-0.00155693442372988,0.00181081360025887,46.6838532312007,13.5914006247764,515.434193869405,15.0449094347242,0.0090528237328654,-0.0342865634390475,505.362695350341,496.08214784962
14.75,-0.000576437594767689,-0.149048208244371,-0.0017914596354559,0.059738638271733,0.0017155947430425,0.00164974340917331,46.6825439870674,13.5983496932253,506.758304954044,14.9495078572573,0.00499081898589493,-0.00482046315914268,500.199753008587,499.984877361296
14.76,-0.00253201853798374,0.222855648025049,-0.00319147078686477,0.0160044464970216,0.00123977078848062,-0.00152572380651472,46.6816948502265,13.6025833959543,501.619656660232,14.9837372170458,-0.00646746263278304,0.0754838249384335,499.159307165716,500.7090142023
14.77,-0.00171537166392355,-0.173697981913366,0.00124985645225773,0.0486409101082594,-0.00393815938317913,0.00199278114799857,46.6802223541342,13.6071284463934,511.956980257893,14.8910866883345,-0.00766747381645183,-0.0512906601449073,499.219702851523,501.635526293592
14.78,-0.000737303403592489,-0.406652675471018,-0.000257165158831101,-0.036841963679471,-0.00296559216083159,-0.000538568997193438,46.6785036425391,13.6123480226579,500.506452152799,15.0781788287724,-0.0150769311595715,0.0434329923703015,505.948186993139,500.28365525085
14.79,0.00473014567810465,-0.0182796029712228,0.000531707630950201,0.00849658011847529,-0.00163762611054099,-0.0023731085388886,46.677630841954,13.6177509750148,513.764532228145,14.9557316274472,0.00904045016055429,-0.0166275772989954,499.276116068668,495.919349442265
14.8,-0.00226865456576883,-0.134324215049626,-0.00196305105754883,0.0505048528780673,-0.00550961230972801,-0.001092133338077,46.6762796204721,13.6223782619619,507.861026636629,15.0708178628882,0.0381470192814863,-0.0387784152697131,500.310616115631,504.471786731736
14.81,0.00220623264586304,-0.195583278414266,-0.00298441790155378,0.0273635641710627,-0.00420110662493174,-0.00277058573748219,46.6756263986928,13.6278435425831,507.075161637144,14.9567324291876,0.000917174633327461,0.0174117623206785,501.116897414557,504.620352607629
14.82,-0.00134353127605178,-0.157033750762468,0.000715431764352694,0.00780025804076775,0.00308989806143307,-0.00146153508846057,46.6732098556179,13.6336326835409,509.825019259109,14.9396365827209,-0.035816868309653,0.052215266184508,493.118482797629,502.48032539025
14.83,-0.00393108450973305,-0.336380172732343,-0.00493300807071426,-0.00678021783620253,-0.00141064624573916,-0.00206811723239139,46.6719871441427,13.6383020706271,496.62220435523,14.9496820404879,0.0376814451622325,0.00167438977702029,497.566570451864,502.295349201507
14.84,-0.000814761319894341,-0.300145289240824,0.00574877807308249,-0.0139889886373047,0.00340244835517029,-0.00214002160488157,46.6691613862793,13.6444232778509,505.538526016776,15.0433698093505,-0.0126108571796994,0.0102950654682105,504.528829067211,501.795490985718
14.85,0.00364012447609979,-0.400296463675584,0.000698245614474767,-0.00856522092879458,-0.00061637380176174,0.00144193721709981,46.6684682069391,13.6483809659318,505.458190433495,15.0497191205203,-0.0150173534793153,0.0518883948413825,503.279399573437,502.586163858304
14.86,0.00615528009589995,-0.0439193492216724,-0.00215833672317708,0.0155103480589844,0.00132272094260078,-0.000799691376100806,46.6672929944784,13.6536812271,496.950015753373,14.9741786836132,-0.0058643317318168,0.0251227652632829,499.959814058218,501.052167987012
14.87,0.000374558361803142,-0.378054531598715,-0.00357075547256973,0.0538199790515116,-0.00116092007777979,0.000551878834829229,46.6662122855254,13.6586381672797,506.053542310244,15.0456677437952,0.0208482963261087,-0.0201671840562585,496.414795828979,504.037049545864
14.88,0.00589697344072381,0.0392134221648783,-0.00396881024134991,0.0614005697188716,-0.000328037196593905,-0.000453019108187228,46.6643925617174,13.6641465144307,500.335352476365,14.9106574026183,0.0318488260918297,-0.0284105144737916,494.228186994509,503.530516778588
14.89,0.000562074706512609,0.123515935350469,-0.000282912994731189,0.074408624935072,0.00464869156851307,0.00239566198284425,46.6628104262726,13.6697310322566,504.650606897329,15.0024260312692,-0.0373019168451067,-0.0265130658196459,510.535514901126,500.713338185792
14.9,0.00735198291362223,-0.236631465579915,0.00219795746207242,0.0494652298587784,-0.000327845897327722,-0.00149627979528988,46.662653414159,13.6742242838405,502.904766729826,15.0450271714953,-0.0119483014717545,-0.00817903256141268,499.695461778209,503.743044314062
14.91,-0.0027000588915183,-0.364408265439061,-0.00322742278224332,0.0236296090621846,0.00106242113479929,0.000733334545753906,46.6609304707243,13.6800569297637,506.281510463692,14.9663085326473,-0.0271018885363571,0.0334327036193001,505.340211520199,497.843460959064
14.92,0.000499541973923407,0.438642551315269,0.00095190130219398,-0.0300541406748019,-0.00287925635035488,0.00364105892547286,46.6589100525616,13.6850005111933,497.087381517834,14.9131712068082,0.0345680321380488,-0.0410237101896296,499.743929689542,503.735413960841
14.93,0.00543838195617654,0.148287220708812,0.000149580722513276,0.017035691169996,0.0011652434997147,0.00108396654837786,46.6587372968874,13.6909184131838,501.794298197491,15.0622863341345,0.0486562089725974,-0.0487796820402911,504.964420863247,505.27735771732
14.94,0.00226113353047371,-0.205116830359728,-5.19706859492123E-05,-0.00180796023387348,-0.00310248136868549,0.00160067408656317,46.6569991898583,13.6945885238845,499.413647189995,15.0846875757145,0.00704325704544709,-0.0192598724248677,503.819770244615,506.37009831255
14.95,-0.00448612523793906,-0.0955085895378774,0.00297627680347239,0.0208980983537342,0.00389354137283014,-0.00109777670830063,46.654882685567,13.6993655666973,500.826962588238,14.9215598542034,0.00398131751342217,0.0673245431039856,497.52992073513,498.714953115648
14.96,-0.000554578831032976,0.048810986296992,0.00247234405739853,-0.0267117353719775,-0.00222946011291019,0.00190646331843164,46.6538325397004,13.7049560400045,503.39634535154,15.0086190212616,-0.0054918842495715,0.0258046927845804,502.342445777966,502.021015207578
14.97,0.00341345563323933,0.00655808860253512,-0.00111506855857005,0.0534636747492082,-0.00103387350893676,0.000133834160810251,46.6525614924835,13.7099013658506,499.079971774776,15.0341500408929,0.015241029355001,-0.0159348894857878,501.831951270263,499.6886163286
14.98,0.00271490083402224,0.00514242057446078,0.00455612887925185,0.0436705359828865,-0.00111993006853125,0.00297199011296008,46.6515717226106,13.7150862277122,514.04153265891,15.0267894145816,-0.0375597971021201,0.0269825614219449,501.174538781624,505.392203358884
14.99,0.0054285378035097,0.000171381206326121,0.00234557747950693,0.00765665474030628,-0.00181376425916805,-0.000596763637241794,46.649585061006,13.7209209546741,511.250042833521,14.9557347643453,0.0220736615965897,0.0395037380633089,502.005856402225,496.458755844324
15,0.000956520259242659,0.0707152978018223,-0.00279419566504976,0.00563687273101086,-0.000517143073404072,1.83366628242376E-05,46.6475011745567,13.7255651644735,512.838701877429,15.0680095736992,-0.0542007262604908,0.00204561188081007,497.138269913758,501.378234929225
15.01,0.000108799241322863,0.175510525950171,0.00311042379784914,0.0319257082340191,-0.00281207783543146,-5.41759435105745E-05,46.6467632781034,13.7315436011944,507.824717376655,15.01197874449,-0.00733642376165912,-0.0126861099946364,499.087200727909,499.308786327146
15.02,0.00538758192890546,-0.148065640468345,0.000527545916587061,0.00153374088287713,-0.00249490068285818,-0.00170994022078278,46.6454583903832,13.7368331761853,495.137641364903,14.9131360484554,-0.00126792423293296,0.0109527378726387,504.444249597594,505.401050138762
15.03,0.00233802947655053,0.150625153784923,-0.00163341080441505,0.0184790553355248,-0.00115221486908343,-0.000480691260494762,46.6437778007563,13.7414951592498,502.527192169208,15.0154353227493,0.0124281151484751,0.000436160905479928,499.602553813286,499.848894856613
15.04,-0.0021802060940275,0.0662412739867241,0.000300545357437145,0.0182773489233368,0.00229931611104367,-0.00190216154352914,46.6423793892808,13.7465550137137,500.495081468776,15.0209276194946,-0.0303180363405421,-0.0693983885615062,505.837172885932,504.893663377317
15.05,0.00253548957956186,0.257972018367985,-0.00162787531560145,0.118008277720247,0.00100302113365052,0.00163034306576541,46.6419986227133,13.7524754213519,502.958109223364,14.9038619360331,0.00318970067737978,0.020833645578755,496.520980630016,503.458343482398
15.06,0.000357029141016492,-0.0129070953147903,-0.0018325265024932,0.0320771148478652,-0.00187771631813364,0.000878647242853493,46.6406974478732,13.7561147793329,505.285817491616,15.0269380570355,-0.0341425885840132,-0.0461930084126709,498.059505056729,503.425370472121
15.07,0.00297839057798791,-0.292805481878258,-0.00264712804006537,0.0265057693834419,0.00117717052382371,0.0031965477050472,46.6390895501964,13.7618508618543,505.479587890469,15.0949932187019,-0.00180778530953769,-0.00512823406009618,499.835338417413,497.617947039451
15.08,0.00524845946599574,-0.0130089573307441,0.00293599487214223,0.0517594856340008,0.000445726699149283,0.00217081032094933,46.6375567266443,13.7677975093319,505.513658883682,14.9596880464227,-0.0282687963242176,0.048093687288523,497.562946961986,500.521354036678
15.09,-6.7556264503255E-05,-0.155763379907722,-0.000239687993062421,-0.00916710438459166,0.00193625580975545,0.000362414123950497,46.6345448688099,13.7726505149731,503.936726118931,14.9948467719633,-0.000698443467907733,-0.00887377038222708,499.454131377008,501.752074866897
15.1,-0.00440992236520962,-0.209797903925163,0.00682552412555431,-0.00821812767781693,-0.000197270099193208,-0.00382671667445174,46.634577765572,13.7778810248319,504.714714214726,15.0540311972028,0.0430514169484727,0.0123361924135675,496.335834142386,498.872597863513
15.11,0.000977260848554527,0.0565850244117639,0.000255911638052714,0.0601412909998157,0.000388916682051833,-0.00178613771889259,46.6336714864421,13.7828923341312,499.855688898773,15.0249301838323,0.0139327487539733,-0.0526513401188895,500.632641084914,500.106179693234
15.12,-0.00608491281652847,-0.239823368580314,0.00111990680470575,-0.0413492549824659,0.00512023607165476,0.00215687262835932,46.6314426170906,13.7875873719947,496.887740262955,14.949301231661,-0.0263476768940502,0.00915764904510135,498.159510004132,501.399805297788
15.13,0.00609484227676732,-0.101969403492741,-0.00417254725342403,0.00716696456291361,-0.000920842930417263,0.00126781569599567,46.6297238373922,13.7933164339989,496.549118654165,15.0235750025179,0.00120070680178841,0.0994451889608416,500.791929306115,501.083959796534
15.14,0.00200968474644481,-0.326700123177563,0.000134986619908357,0.0575801722771618,-0.00189320087591275,-0.00415769972499918,46.6287591392494,13.7986860269762,504.110038518799,14.9559198696031,-0.0119516719673871,-0.0358970172679276,501.868860515128,503.949729456547
15.15,0.00142022793506554,-0.0115591595880836,-0.00125008453155796,0.0157275790691544,-0.0016693555456292,0.00139982596929897,46.6280866137126,13.8037145691651,494.770336923525,15.0157526275654,0.0195050572301711,-0.0265782114871655,503.418435019305,501.28418385942
15.16,-0.000774628124545105,-0.113716798583937,-0.00215301563230669,-0.00528767737716806,0.000954825184696288,-0.00174185616193169,46.6267075389447,13.8092039206887,499.8469225302,15.0288667267099,0.000332260081829954,-0.00032009187346851,506.754368269093,504.903711271005
15.17,0.00343772715051173,-0.0334064027670553,-0.00214962588346771,-0.0531849774288285,-0.000880759470730597,-0.00346951934354111,46.6252787568514,13.8140898135215,501.11290694147,14.9294790235334,0.0109243395214928,-0.0343491085365461,500.879306436905,501.481059897461
15.18,-0.00486269650831037,0.0038821489134165,0.00327430499650514,-0.000465388386068039,-0.000323605271700276,0.000654823564907698,46.6225824912382,13.8187075086211,504.056613986503,15.0543363142598,0.00397430246495836,0.0402403033332976,500.943474733014,509.244156582102
15.19,0.000625608073076276,-0.0560056394103276,0.00252231623028755,0.0598826752682927,0.00249157333366299,0.000656176146678633,46.6224901445901,13.8235217132927,512.898625014417,15.0370346067224,0.0126902063542168,-0.0370262492239039,495.678650808755,506.386159700515
15.2,0.00266115021340702,-0.239034129504069,-0.0003238265977762,0.0943963774993709,-0.00261796105798641,0.000280991243604863,46.6208548398535,13.8292588873066,502.017152425214,14.941095916889,-0.039500945367413,-0.0389920624737315,500.754791864213,501.476005424613
15.21,0.00514939306830593,-0.0319308998182864,-0.00159883212831092,-0.0109695292571721,-0.000592178797620872,0.000567381738577307,46.618771301263,13.8353567404291,507.129703107431,14.9709180805056,0.0217586341986865,-0.00738823644520671,504.472299991466,500.017350978398
15.22,0.000546561630705983,-0.186639068994899,0.00196128773944514,-0.0326683501974467,7.98744921834582E-05,0.00121471815698901,46.6185458099217,13.8398343580212,506.276320837766,14.8991533746845,0.0229012270030303,0.0405935174956315,506.999016026351,505.016431575096
15.23,0.00190836047870171,0.056133870535509,-0.00110244382791189,0.0272703877666443,-0.000755118634008352,-0.000856696231710911,46.617801817134,13.8451132473571,514.036598634562,14.9711705325903,-0.0330093723583439,0.0246285033514859,500.160882924003,501.607918497228
15.24,0.00305523751969217,0.132127028092627,-0.00489899903435038,0.0595867421160225,0.00163666682488423,0.000745621509433211,46.6152710982207,13.8499525477734,504.932752212673,15.0374582488048,-0.011751448735657,0.0194248542292609,497.835301911489,503.971945473091
15.25,0.000286138063948299,-0.0236090694790283,-0.00186815104532555,0.037787907233112,-0.00190307731381776,-0.00118013133722134,46.6145649581554,13.849949439242,501.613460186192,15.0095222226756,-0.0213530339719699,0.0339926524375699,499.460204303406,502.533455075518
15.26,0.00224256671804166,-0.359434357916512,-0.00118882996026126,0.0277769990809794,0.000440424441683922,0.000598141058283527,46.6169903354437,13.8534390013013,500.890754147257,15.0955931954596,-0.0115483872439139,0.00117748693282288,499.152520066842,503.586424798896
15.27,0.00623145706145065,0.0088106467457619,-0.000490617231005143,0.0444873424043163,0.000375839662744395,0.00279684794821797,46.6175878865904,13.8568323611447,502.23126767559,15.0116269823086,-0.0346886002887089,-0.00431530956249672,503.280051673922,499.575130318102
15.28,0.00461103208549987,-0.183272430558075,5.81401160177763E-05,-0.120862550902993,-0.000119755700037642,-0.00123950834044398,46.6176735261563,13.8602213035028,495.833456848216,14.9967554359687,0.0571973379997717,0.00378488857218424,498.548441017711,498.660281977203
15.29,0.00089320372577311,-0.135952735929323,-0.000456796029856889,0.0206174312707907,0.00488025892061681,-0.0016462678425142,46.6187891116663,13.8631678893287,500.674857360859,14.9375729117285,0.0147905732140847,0.052623516522614,501.874750971945,502.091217870867
15.3,0.00359482329760979,-0.25641122336969,-0.00379331336889188,-0.0542596097165683,-0.000588758508547282,-0.000212487108391891,46.6203619666955,13.8669453529763,493.692006637985,15.001249839142,-0.010589850113503,0.0643138809578686,504.396269411637,495.40628505581
15.31,0.00223538764049547,-0.192534843425075,0.00232814326096289,0.103219419155169,-0.00200504942962647,-0.000337098819845097,46.6206014451697,13.8698802646543,492.684207558137,14.8872210428809,0.0237985724801274,-0.00201710736038284,503.564525161557,503.152480242088
15.32,0.000753551351923279,-0.158436698312874,0.00153076427463057,0.0132229831879503,0.00289958400143127,-0.00127937196654689,46.6219776298449,13.8735919400617,494.474470785694,15.0235809703375,-0.0296377588518139,-0.013579612169075,511.865931806521,500.479288314183
15.33,0.00207780818362086,-0.10005279875156,0.00342563804923435,0.0183923547081464,-0.00240477355638037,0.00215794485912233,46.6226834877206,13.8778587198662,494.861465517884,15.0349112716706,0.00921484339792173,0.0260071199535909,499.755515840835,504.120870512943
15.34,-0.00580762102539141,-0.386594025764712,0.00087748289853467,0.0220176506697667,0.00272877311696295,0.000323733767451377,46.6241696535627,13.8800883215887,503.51598922391,14.9498046877623,-0.059275394997392,-0.0463488634320595,506.451954273153,503.74582591811
15.35,-0.000782195567769945,-0.173076472854624,-0.000274690680642938,0.043724808312681,-0.000267946417761731,0.0022627855147223,46.6251639208941,13.8828695233316,494.088015063197,14.9852723160281,0.0317828226042939,-0.0306710108233554,503.623341748005,503.801318122734
15.36,0.000507471732702155,0.124273044544014,0.00177902590066077,-0.0104806212538353,0.000396269271924717,-0.0034614898813198,46.6265956135961,13.8869619360318,497.245908184705,15.0139986514828,0.0425760787271078,0.0425503025730332,496.835832441599,502.190214860464
15.37,0.00207780703862405,-0.00761624003371572,0.00417846858876703,0.0704656056642318,-0.000603641275179111,0.00406059575604689,46.626352418666,13.8899123598716,487.839506196688,15.0168508583517,-0.0237892376896865,0.0138732181375558,504.925902459779,500.088913245758
15.38,0.000855651113230486,-0.118212207432995,-0.000119229097099355,0.0458684742173144,0.0017710148289304,0.000846021982391547,46.6275102882025,13.8934545846599,493.165481155636,15.0401567897975,-0.0734108415184759,0.00170823129565039,497.379504541947,500.87355785391
15.39,-0.00107543380442331,-0.352365646273044,0.000782904390061923,0.0663787224493718,0.001540598908271,2.53434545190601E-06,46.628275772115,13.896971904737,506.902031185064,15.027439902496,-0.0155287987254254,0.0334083354959582,504.92000254358,498.438270340114
15.4,-0.000688941363505119,-0.282591622277398,-0.000900922758066854,0.0460593393453015,0.00219613347008829,-0.00267635867658143,46.6301393274871,13.9004044266091,497.564006277521,15.0608763022029,0.0207588113583647,-0.0059877899177989,497.132619812117,501.208894849771
15.41,0.00045854912022317,-0.0473735767914517,-0.00064105477696609,-0.0217810345956709,0.000399849544758582,-0.000773624729569915,46.6312281270999,13.9041378866839,497.291987890974,14.9317837797558,0.00735701263810533,0.00646701133770261,499.59146778128,497.649105947572
15.42,-0.000418950899818591,-0.291835972466477,0.00312160070642789,0.00610442748547063,0.000186968081247757,-0.000648023830371147,46.6309723984978,13.9065483358466,504.928764839585,14.9835019190683,-0.024418442729351,-0.0163986734929319,496.960172215285,502.781085897532
15.43,0.00401821710852999,-0.127177976466686,-0.0029420655414577,-0.032201843702551,0.00284844374353532,-0.00328413931891643,46.6325560978692,13.9099267917656,499.271077253816,14.9326693401869,0.016508118649681,-0.0483800498176259,498.548783941666,500.369509219875
15.44,9.97540794349386E-05,-0.219588238884207,-0.00264392747398289,0.101171886433434,0.0020743603414745,-0.00127260153760211,46.6340105271879,13.9126716776582,489.077820144772,14.9951206217676,-0.0263758709828099,-0.00637310052924394,499.083828375604,497.939946856662
15.45,-0.00132777865918649,0.0888356210854924,-0.00164977286063926,0.0135117152081644,-0.000702071577376844,0.00106944817107978,46.634128022683,13.9159863669199,503.695348584508,14.99146783011,0.00779401481846853,-0.00866933773774588,503.055909779964,505.144989603645
15.46,-0.000700479570954103,0.280807433948672,-0.0012742939519647,0.0180571026109894,-0.000751403104758837,0.00139501621159371,46.6347019291863,13.9202421552272,491.511448230337,14.9816100584266,-0.0181074927929093,0.0518977781867138,502.032094071165,503.691757491277
15.47,0.00418518087693,0.058753891849696,-0.00239821433850239,0.100827653986429,-0.000919255320109492,-0.000234919913526006,46.636094186422,13.9239478041763,488.40258829051,14.9996976212505,0.0248394100370929,-0.079510495690901,494.464944098609,501.325442784949
15.48,0.00141096889842149,0.0319442757349072,-0.0020892196631129,0.0195752512281097,-0.00215853567916885,0.00291574077086346,46.6374484200266,13.9264682919304,494.626400549491,14.9921183981752,-0.00739339786202468,0.0579962556987682,496.058820781297,502.756340702382
15.49,-0.0030044716676189,0.0710293311682452,-0.00247368798390859,0.00294773610525584,-0.000585873502897566,0.000662829771776728,46.6391721089481,13.9309087618301,490.242169639072,14.9815480164852,-0.00505988044465548,0.0233513255582319,501.69550645326,498.752663976375
15.5,0.00154332065140344,-0.264241663079838,0.00123789042238246,0.0814403026190601,0.000323498781755316,-0.00272432818758438,46.6403236091005,13.9342965744682,498.123676660316,15.0597695127181,0.00569928433729456,0.00659804974898211,507.468404192778,508.33519183063
15.51,0.00142416197857525,-0.167778069474865,0.00200131116929164,0.0490785322545659,-0.00043031341861889,0.00521751091677358,46.6409826679285,13.9377772205102,488.701768168764,14.9845615977887,0.00958125218618541,0.00793790301235981,500.741817381285,503.277662410115
15.52,-0.00181344487716859,-0.32149760307144,0.00226993921304425,0.100399771958234,-0.000988160468675912,0.000496087865563575,46.6409282940525,13.9416350745747,477.731858459787,15.0141761290642,-0.0270062414029739,0.0183862725492082,501.790021274766,507.507034319357
